0 390 2001-01-25 07:00:00,  high, OK,0.5821,1
0 391 2001-01-25 08:00:00,   low, NG,0.5806,1
0 392 2001-01-25 09:00:00,   low, OK,0.5816,1
0 393 2001-01-25 10:00:00,  high, NG,0.5802,0.95
0 394 2001-01-25 11:00:00,  high, NG,0.5787,0.8
0 395 2001-01-25 12:00:00,  high, OK,0.5797,1
0 396 2001-01-25 13:00:00,   low, OK,0.5808,1
0 397 2001-01-25 14:00:00,  high, NG,0.5793,1
0 398 2001-01-25 15:00:00,  high, NG,0.5779,1
0 399 2001-01-25 16:00:00,   low, NG,0.5764,1
0 400 2001-01-25 17:00:00,  high, OK,0.5775,1
0 401 2001-01-25 18:00:00,   low, OK,0.5786,1
0 402 2001-01-25 19:00:00,  high, NG,0.5771,1
0 403 2001-01-25 20:00:00,  high, NG,0.5757,1
0 404 2001-01-25 21:00:00,  high, OK,0.5767,1
0 405 2001-01-25 22:00:00,  high, OK,0.5778,1
0 406 2001-01-25 23:00:00,  high, NG,0.5764,1
0 407 2001-01-26 00:00:00,   low, OK,0.5774,1
0 408 2001-01-26 01:00:00,  high, OK,0.5784,1
0 409 2001-01-26 02:00:00,  high, OK,0.5795,1
0 410 2001-01-26 03:00:00,  high, NG,0.578,1
0 411 2001-01-26 04:00:00,   low, OK,0.5791,1
0 412 2001-01-26 05:00:00,   low, OK,0.5801,1
0 413 2001-01-26 06:00:00,  high, OK,0.5811,0.95
0 414 2001-01-26 07:00:00,   low, OK,0.5821,1
0 415 2001-01-26 08:00:00,   low, OK,0.5831,1
0 416 2001-01-26 09:00:00,   low, NG,0.5817,1
0 417 2001-01-26 10:00:00,  high, NG,0.5803,1
0 418 2001-01-26 11:00:00,   low, NG,0.5789,1
0 419 2001-01-26 12:00:00,  high, NG,0.5776,1
0 420 2001-01-26 13:00:00,   low, OK,0.5786,1
0 421 2001-01-26 14:00:00,   low, NG,0.5772,1
0 422 2001-01-26 15:00:00,  high, OK,0.5782,1
0 423 2001-01-26 16:00:00,   low, NG,0.5768,1
0 424 2001-01-26 17:00:00,  high, OK,0.5778,0.6
0 425 2001-01-26 18:00:00,  high, OK,0.5788,1
0 426 2001-01-26 19:00:00,  high, OK,0.5798,1
0 427 2001-01-26 20:00:00,   low, OK,0.5808,1
0 428 2001-01-26 21:00:00,  high, OK,0.5818,1
0 429 2001-01-28 23:00:00,  high, OK,0.5828,1
0 430 2001-01-29 00:00:00,  high, OK,0.5837,1
0 431 2001-01-29 01:00:00,   low, OK,0.5847,1
0 432 2001-01-29 02:00:00,   low, OK,0.5856,1
0 433 2001-01-29 03:00:00,   low, OK,0.5866,1
0 434 2001-01-29 04:00:00,   low, OK,0.5876,1
0 435 2001-01-29 05:00:00,   low, OK,0.5885,1
0 436 2001-01-29 06:00:00,   low, OK,0.5894,1
0 437 2001-01-29 07:00:00,   low, OK,0.5904,1
0 438 2001-01-29 08:00:00,  high, NG,0.589,1
0 439 2001-01-29 09:00:00,   low, OK,0.59,1
0 440 2001-01-29 10:00:00,  high, OK,0.5909,1
0 441 2001-01-29 11:00:00,  high, OK,0.5918,1
0 442 2001-01-29 12:00:00,  high, OK,0.5928,1
0 443 2001-01-29 13:00:00,  high, OK,0.5937,1
0 444 2001-01-29 14:00:00,  high, NG,0.5923,1
0 445 2001-01-29 15:00:00,  high, OK,0.5933,1
0 446 2001-01-29 16:00:00,  high, NG,0.5919,1
0 447 2001-01-29 17:00:00,  high, NG,0.5906,1
0 448 2001-01-29 18:00:00,  high, OK,0.5915,1
0 449 2001-01-29 19:00:00,  high, NG,0.5902,1
0 450 2001-01-29 20:00:00,  high, OK,0.5911,1
0 451 2001-01-29 21:00:00,  high, OK,0.592,1
0 452 2001-01-29 22:00:00,  high, OK,0.5929,1
0 453 2001-01-29 23:00:00,  high, NG,0.5916,1
0 454 2001-01-30 00:00:00,  high, NG,0.5903,1
0 455 2001-01-30 01:00:00,  high, OK,0.5912,1
0 456 2001-01-30 02:00:00,   low, NG,0.5899,1
0 457 2001-01-30 03:00:00,  high, OK,0.5908,1
0 458 2001-01-30 04:00:00,  high, NG,0.5895,1
0 459 2001-01-30 05:00:00,   low, OK,0.5904,1
0 460 2001-01-30 06:00:00,  high, OK,0.5913,1
0 461 2001-01-30 07:00:00,  high, NG,0.59,1
0 462 2001-01-30 08:00:00,   low, OK,0.5909,1
0 463 2001-01-30 09:00:00,   low, NG,0.5896,1
0 464 2001-01-30 10:00:00,  high, OK,0.5905,1
0 465 2001-01-30 11:00:00,  high, OK,0.5914,1
0 466 2001-01-30 12:00:00,   low, NG,0.5901,1
0 467 2001-01-30 13:00:00,   low, OK,0.591,1
0 468 2001-01-30 14:00:00,   low, NG,0.5897,1
