timestamp,open,high,low,close
datetime,float,float,float,float
T,,,,
2007-02-16 00:00:00,119.36,119.53,119.36,119.48
2007-02-16 01:00:00,119.48,119.51,119.29,119.41
2007-02-16 02:00:00,119.41,119.44,119.31,119.33
2007-02-16 03:00:00,119.33,119.36,119.31,119.35
2007-02-16 04:00:00,119.35,119.53,119.34,119.44
2007-02-16 05:00:00,119.43,119.50,119.29,119.32
2007-02-16 06:00:00,119.33,119.37,119.29,119.32
2007-02-16 07:00:00,119.32,119.46,119.26,119.40
2007-02-16 08:00:00,119.40,119.46,119.23,119.45
2007-02-16 09:00:00,119.44,119.53,119.32,119.43
2007-02-16 10:00:00,119.42,119.42,119.32,119.35
2007-02-16 11:00:00,119.36,119.39,119.17,119.19
2007-02-16 12:00:00,119.19,119.34,119.16,119.25
2007-02-16 13:00:00,119.24,119.35,118.97,119.23
2007-02-16 14:00:00,119.22,119.44,119.22,119.26
2007-02-16 15:00:00,119.25,119.43,119.25,119.33
2007-02-16 16:00:00,119.34,119.34,119.19,119.22
2007-02-16 17:00:00,119.21,119.30,119.21,119.24
2007-02-16 18:00:00,119.23,119.28,119.19,119.25
2007-02-16 19:00:00,119.26,119.27,119.20,119.23
2007-02-16 20:00:00,119.23,119.33,119.22,119.31
2007-02-16 21:00:00,119.31,119.32,119.31,119.32
2007-02-18 23:00:00,119.25,119.36,119.25,119.33
2007-02-19 00:00:00,119.33,119.56,119.33,119.40
2007-02-19 01:00:00,119.40,119.45,119.35,119.44
2007-02-19 02:00:00,119.44,119.46,119.34,119.36
2007-02-19 03:00:00,119.36,119.46,119.36,119.42
2007-02-19 04:00:00,119.42,119.47,119.41,119.46
2007-02-19 05:00:00,119.46,119.50,119.39,119.42
2007-02-19 06:00:00,119.42,119.43,119.33,119.34
2007-02-19 07:00:00,119.34,119.48,119.31,119.44
2007-02-19 08:00:00,119.44,119.66,119.42,119.60
2007-02-19 09:00:00,119.61,119.70,119.59,119.63
2007-02-19 10:00:00,119.64,119.64,119.42,119.60
2007-02-19 11:00:00,119.61,119.66,119.56,119.65
2007-02-19 12:00:00,119.65,119.67,119.44,119.48
2007-02-19 13:00:00,119.47,119.61,119.47,119.59
2007-02-19 14:00:00,119.59,119.62,119.53,119.54
2007-02-19 15:00:00,119.55,119.62,119.55,119.62
2007-02-19 16:00:00,119.63,119.69,119.58,119.59
2007-02-19 17:00:00,119.60,119.71,119.59,119.67
2007-02-19 18:00:00,119.68,119.68,119.60,119.63
2007-02-19 19:00:00,119.62,119.64,119.52,119.56
2007-02-19 20:00:00,119.56,119.61,119.51,119.51
2007-02-19 21:00:00,119.51,119.55,119.50,119.53
2007-02-19 22:00:00,119.53,119.64,119.53,119.64
2007-02-19 23:00:00,119.64,119.70,119.61,119.67
2007-02-20 00:00:00,119.67,119.71,119.62,119.70
